id	npc_id	npc_level	affiliated_area_id	loc_x	loc_y	loc_z	raid_desc
184	25453	70	97	156704.00000000	-6096.00000000	-4185.00000000	u,住在「燃燒的沼澤」的巨大飛龍。在燃燒的沼澤中，是飛龍與熔岩亞龍的首領，主張燃燒的沼澤全部都是飛龍們的領土。對於入侵沼澤的惡魔們相當不滿。\0
185	25456	49	97	133632.00000000	87072.00000000	-3623.00000000	u,會奪走人們靈魂的惡魔鏡子。地獄的君主們為了收集靈魂獻給格蘭肯而製作出來的邪器。隱藏在鏡之森林的深處，許多旅人的靈魂都被這鏡子奪走了。\0
186	25460	51	97	150304.00000000	67776.00000000	-3688.00000000	u,歐瑞著名騎士，為了消滅鏡之森林中的怪獸們不惜挺身而出。但遠征隊失敗後，自己被忘卻的鏡子奪走靈魂。現在已經忘掉過去，成為亡者在森林裡遊蕩著。\0
187	25463	56	97	166288.00000000	68096.00000000	-3264.00000000	u,被稱為哈里特蜥蜴人守護者－昂赫猛虎王的兒子。經過許多世代，一直守護著昂赫瀑布的哈里特蜥蜴人，為了報答他們的功勞，將他的兒子「格朗奇」封為蜥蜴人的守護者。\0
190	25473	52	97	175712.00000000	29856.00000000	-3776.00000000	u,按照大軍長阿拉克的亞丁城攻擊計畫，入侵國立墓地的獸人戰士。因和入侵國立墓地的怪物們戰鬥，在補給方面有困難，為了克服這點於是開始盜墓，因此又被稱為盜墓者基隱。\0
191	25475	55	97	183568.00000000	24560.00000000	-3184.00000000	u,很久以前和艾爾摩王國戰爭時，獲得很多勝利而戰死的騎士。趁著國内混亂而管理疏忽時，因入侵墓地的怪獸與惡魔的騷擾，靈魂無法獲得安息而甦醒。攻擊著吵醒自己的惡魔以及墓地內的所有生命體。\0
192	25478	65	97	168288.00000000	28368.00000000	-3632.00000000	u,跟隨女王提米斯的帕力巴提祭司。侍奉女神席琳，並說女王是降臨於地上的「席琳碎片」其中之一。等待著完全解開席琳封印的那一天，並繼續進行獻祭女神封印的儀式，榨取純潔而無辜之人的血。\0
193	25481	53	16	53517.00000000	205413.00000000	-3728.00000000	u,曾經輔佐海賊王「札肯」的黑魔法師。故意說出長生不老的祕密隱藏在克魯瑪高塔的話，使札肯到克魯瑪高塔旅行。最後被受他欺騙的札肯詛咒而被殺死成為亡靈。有人說他是因為黑魔法的反噬作用而死。本來是巴列斯的追隨者，也曾是惡魔「庫里圖司」的手下。\0
194	25484	50	16	43160.00000000	220463.00000000	-3680.00000000	u,海賊王札肯的手下。當札肯告訴他寶藏地點後，他便主謀煽動船員引起叛亂。札肯以不死之身復活後，第一個殺的就是他，然後立刻復活過來，接下了殺死惡魔島入侵者的任務。\0
197	25493	55	121	83174.00000000	254428.00000000	-10873.00000000	u,若稱米列奴是守護水中庭園的守護者，此精靈便可稱作是水中庭園的管理者。負責準備女神來此休息時，將内部環境維持乾淨且舒適的任務。\0
198	25496	52	121	88300.00000000	258000.00000000	-10200.00000000	u,水龍法利昂為了轉達自己的委屈而派去見女神「伊娃」的使者。女神伊娃不再來訪水中庭園之後，就失去了本來的目的，而留在庭園內指揮著入侵的司塔卡拓們。\0
199	25498	45	121	126624.00000000	174448.00000000	-3056.00000000	u,侍奉水龍法利昂的可羅津咒術士。負責輔助族長「賽貝克」，並將法利昂的命令傳達給可羅津部族。使用咒術操縱鱷魚島鱷魚們。\0
200	25501	30	138	48575.00000000	-106191.00000000	-1568.00000000	u,以掠奪聞名，在鼠人族裡被認定為傑出人物的鼠人，將南方交給蘇卡鼠人們管理後，自己卻率領手下們為開墾北部地方而來。不像一般的鼠人，是個具有開拓精神的優秀人物。原本貪圖著半獸人族長墓地的陪葬品，但因突然甦醒的半獸人冤魂而無法達成心願，只好守著路過的旅行者們，等待下手的機會。\0
201	25504	39	138	123000.00000000	-141000.00000000	-1100.00000000	u,雖然是人類，但是卻像矮人一樣，對機器非常有興趣的魔法師。聽到有關下巨人時代製造的空中列車遺跡的傳聞後，堅信將矮人的技術與自己的魔法力融合就可以使飛行天空的列車重現。結果卻無法如願而死去，他的執念變成了幽靈，逗留於此處。\0
202	25506	37	138	127900.00000000	-160600.00000000	-1100.00000000	u,是掠奪往來於矮人村莊與修加特城鎮的冒險家的元凶。將北部的哥布林勢力集聚後，形成巨大的山賊團並成為集團首領。不小心犯下搶劫修加特城貢品的重罪，聽到修加特領主募集山賊征討團的傳聞後，以山寨作為隱身處躲了起來。\0
204	25703	76	138	92740.00000000	-111097.00000000	-3504.00000000	u,自稱為邪惡帝王的瘋狂科學家「卡歐斯博士」，利用在帕比爾遺跡的星石，建造出具有強大威力的巨神高崙。卡歐斯博士曾在黑色鐵砧公會擔任高崙巨匠的時期，因偷取元老長的設計圖而被驅逐，發誓要對黑色鐵砧公會報仇後，率領自己所製造的恐怖高崙軍團佔領帕比爾遺跡。一見到外人就認為是黑色鐵砧公會派來追捕自己的傭兵，會不分青紅皂白而盲目攻擊。聽說他的最終目標是「征服世界」。\0
205	29060	59	138	106000.00000000	-128000.00000000	-3000.00000000	u,暗地裡愛慕著冰雪女王「芙蕾雅」而忠心耿耿的親衛隊長。因芙蕾雅的性格驟變而感到惋惜。在某一天他知道了所有真相，但卻被芙蕾雅變成了翼魔。他是知道有關王女梅麗莎與寒冬迷宮真相的少數人之一，現在卻成為凶惡的魔物，處決打擾芙蕾雅的不速之客。\0
207	29096	80	200	113000.00000000	-76000.00000000	200.00000000	u,雖具有人類的外觀，但卻是個能與殷海薩直接交感，並且擔任守護「輝煌的聖杯」的高階天使。根據在傲慢之塔所發現的古代宗教文獻，指出聖杯可能隱藏在沉默修道院某處之後，邪教神殿的賊黨們屢次試圖盜取聖杯，但誰也無法躲過輝煌支配者的審判。\0
208	29062	80	200	-35765.00000000	-50351.00000000	1704.00000000	u,是供奉帝雷歐的魯因貴族，偶爾會到神殿主持血之儀式。雖有傳聞說她是魯因貴族，但她的廬山真面目卻無從得知。\0
209	25523	73	180	170000.00000000	-60000.00000000	-3500.00000000	u,在巨人與諸神的戰爭之前，是追隨「亞爾古斯」的高崙。亞爾古斯被殷海薩困於懸崖之後，依然隨著亞爾古斯而留在此處。因漫長的歲月留在峽谷的緣故，現在已退化到不知自己為何有下巨人時代高崙的外型，也不記得自己為何留在此處。是在亞爾古斯之壁內，唯一令「百眼的惡魔」也無可奈何的生命體。\0
210	25524	76	97	144600.00000000	-5500.00000000	-4100.00000000	u,在哈汀的魔法實驗中被創造的人工生物。雖外型像是全身噴出岩漿的怪物，但之前卻視哈汀為父而聽命於哈汀。自從哈汀離開燃燒的沼澤後，認為自己被遺棄而發狂。亞斯特爾國王侵攻亞丁王國時，被困在沼澤內的艾爾摩士兵之中，有目擊者說曾看到被岩漿所覆蓋的巨人。\0
211	29056	60	138	102800.00000000	-126000.00000000	-2500.00000000	u,自從王女梅麗莎變成芙蕾雅之後，出現在芙蕾雅身邊的冰雪妖精，在實務上代替芙蕾雅掌管寒冬迷宮的所有事務。曇花騎士團消失之後，正注視著吉妮亞公會的動態。\0
212	29054	75	200	11882.00000000	-49216.00000000	-3008.00000000	a,
218	25527	80	200	3776.00000000	-6768.00000000	-32.00000000	u,耶爾可羅族長莫西卡的弟弟，是以性格殘暴而聞名的野心家，現在是密謀驅逐族長的反對勢力首長。傳聞他與哥哥反目，是因為哥哥從小樣樣都比他傑出，對他哥哥的自卑感所引起的。\0
219	29065	80	200	26528.00000000	-8244.00000000	-20.00000000	u,棲息於原始之島的巨大恐龍。當席琳將原始生物遷移到原始之島管理的當時，賽爾蘭被評為最殘暴的恐龍。據說被席琳與古代耶爾可羅戰士們封印在失落的巢穴裡。\0
220	29095	80	180	147408.00000000	-43552.00000000	-23.00000000	u,曾徘徊在高達特城鎮的騎士。外表雖看似人類，但其實是個惡魔。為了尋找能增強自己力量的某種東西而出現在世上。為了得到在世上被稱為「最強」的武器...（此為移動型怪物，因此無法得知所在位置。）\0
221	25528	22	30	-110952.00000000	87174.00000000	-129.00000000	u,諾爾妮庭園的最後一個首領，目前正守護著聖母諾爾妮所在的大空洞入口。\0
222	25531	81	121	152760.00000000	145944.00000000	-126.00000000	u,愛慕著基亞齊的冷酷顧問，一手包辦巴列斯所交代的所有邪惡事情，是個殘酷的女人。當她知道基亞齊覬覦著惡魔看守長的職務後，變得更加凶惡。\0
223	25532	82	121	154076.00000000	149532.00000000	-120.00000000	u,寶石居所的惡魔看守者排行第二，若非巴爾勒被巴列斯選為看守長，可能就會是寶石居所的惡魔看守長；因未被巴列斯任命而妒恨巴爾勒。\0
224	25534	83	121	144304.00000000	154416.00000000	-118.00000000	u,原是聽命於法利昂去服侍帕爾米的侍女，但因巴列斯所播種的惡魔種子，其意識已處於遭控制的狀態。\0
225	25536	83	30	-19071.00000000	242350.00000000	-33.00000000	u,地獄邊界的古代祭司長靈魂。與神交感的高尚靈魂已消失無蹤，只留下對巴列斯的憎恨。\0
226	25539	81	30	-17475.00000000	253163.00000000	-34.00000000	u,在自然靈為數眾多的古代，流浪於地獄邊界的風。因地獄邊界的異常現象，長期下來受到來自異界的惡靈影響，它也產生了自己的意志。\0
227	25540	83	30	-22144.00000000	278744.00000000	-82.00000000	u,聽命於達里昂，守護空間之塔的惡魔首長；在魔界屬於貴族的高等級惡魔。\0
228	25542	83	30	-19056.00000000	278732.00000000	-150.00000000	u,因巴列斯的契約而與達里昂同時被喚出的惡魔。聽說契約的內容與巴列斯的大陸侵略有關...\0
229	25544	83	30	-12557.00000000	273901.00000000	-90.00000000	u,如同巴列斯的右手，在巴列斯身旁製造魔法道具來協助他，也是為巴列斯設計鋼鐵之城的巨匠；但現在也因巴列斯而導致靈魂墮落不堪。\0
230	29099	83	121	155097.00000000	142934.00000000	-127.00000000	u,守護寶石居所的看守長。巴列斯委任他守護寶石居所，他之所以被選中是因為他在惡魔看守者中力量最大又強壯。目前在此島扮演惡魔代表的角色，並監視困在牢中的帕爾米。\0
231	25603	84	30	20886.00000000	244088.00000000	110.00000000	u,從魔界來的魔王手下之一，也是巴列斯為了統治地獄邊界而培養在人間的惡魔。當巴列斯為了魔法實驗而竄逃，他便掌握了權力並將地獄邊界化為惡魔的領土，但巴列斯對此也沒什麼多大的意見。\0
232	25609	82	30	-45474.00000000	247450.00000000	-139.00000000	u,許多被壓制在奈雅之塔地下的地獄邊界的元素精靈，受到巴列斯的魔法和核心奈雅的影響而變質的存在。雖然型態和精神都處於崩潰前夕的不穩定狀態而成為怪物，但依然以自然靈的身分保持著淡泊的意識。\0
236	29118	83	30	16334.00000000	213148.00000000	-93.00000000	u,人類中最為出色的魔法師，也是史上最壞的惡魔。曾經率領惡魔軍團向艾爾摩亞丁挑戰過，但在荒原被象牙塔的魔法師們封印了起來。之後匯集了力量並脫逃成功。而且利用地獄邊界之島觸犯禁忌，居然得到了連神都不知的未知力量。無人能猜出他在想什麼，或想要什麼。\0
244	29129	29	30	-114888.00000000	-189615.00000000	-46.00000000	u,守護深淵迷宮者的首領。扮演著守護欲界的角色，以防入侵欲界的所有敵人。\0
245	29132	39	30	-114888.00000000	-189615.00000000	-46.00000000	u,守護深淵迷宮者的首領。扮演著守護欲界的角色，以防入侵欲界的所有敵人。\0
246	29135	49	30	-114888.00000000	-189615.00000000	-46.00000000	u,守護深淵迷宮者的首領。扮演著守護欲界的角色，以防入侵欲界的所有敵人。\0
247	29138	59	30	-114888.00000000	-189615.00000000	-46.00000000	u,守護深淵迷宮者的首領。扮演著守護欲界的角色，以防入侵欲界的所有敵人。\0
248	29141	69	30	-114888.00000000	-189615.00000000	-46.00000000	u,守護深淵迷宮者的首領。扮演著守護欲界的角色，以防入侵欲界的所有敵人。\0
249	29144	78	30	-114888.00000000	-189615.00000000	-46.00000000	u,守護深淵迷宮者的首領。扮演著守護欲界的角色，以防入侵欲界的所有敵人。\0
250	29147	81	30	-114888.00000000	-189615.00000000	-46.00000000	u,守護深淵迷宮者的首領。扮演著守護欲界的角色，以防入侵欲界的所有敵人。\0
251	25634	81	30	-212418.00000000	202385.00000000	-38.00000000	u,在滅亡之前的格勒西亞，由一個聞名的醫學家轉變的不死怪物，其實他是個精通死靈魔法的黑魔法師。他欺騙了負傷前來的阿爾吉康德之後，將他轉變成了一個永不死亡的護衛兵。在伊卡姆士進行統治時，首先立下了在內部支援的功勞，之後就被認可而統治了侵蝕棺室。\0
252	25635	81	30	-212418.00000000	202385.00000000	-38.00000000	u,在滅亡之前的格勒西亞，由一個惡名昭彰的連續殺人犯轉變的不死怪物。本來是想要威脅克海梅納斯後保全性命，但相反地卻被他狡猾的契約所騙，變成了永不死亡的奴隸。\0
253	25636	81	30	-212418.00000000	202385.00000000	-38.00000000	u,靈魂掠食者從死者採取靈魂之後，會利用那些來製造相當於不滅之種淋巴液的物質，是個不可或缺的存在。經過長時間之後，就會轉變成一個除了食慾之外，毫無思想且無法控制的怪物。他們最喜歡的食物就是死於慘痛且充滿怨恨的靈魂。\0
254	25637	81	30	-212418.00000000	202385.00000000	-38.00000000	u,在滅亡之前的格勒西亞，由一個王室占卜師轉變的不死怪物。生前惡用自己的地位，製造了違背天理的預言，使得整個王國陷入了伊卡姆士和不滅之種的影響之下。\0
255	25638	81	30	-212418.00000000	202385.00000000	-38.00000000	u,在滅亡之前的格勒西亞，由一個位於大祭司職位的人轉變的不死怪物。生前貪圖永生之念，於是主導把在邊境發現的不滅之種搬進首都。之後，自稱為是伊卡姆士的第一祭司。\0
256	25639	81	30	-212418.00000000	202385.00000000	-38.00000000	u,在滅亡之前的格勒西亞，是個傑出的刑吏，同時也是個對被害者施行令人毛骨悚然的審問方法而惡名昭彰的人。但不滅之種對恐懼、苦痛、怨恨等很敏感，於是得以復活為不死生物。\0
257	25640	81	30	-212418.00000000	202385.00000000	-38.00000000	u,在滅亡之前的格勒西亞，陶醉在違背天理的預言之後，針對領導級人物展開了前所未聞的放火和殺戮事件的人。但他的這種精神打動了不滅之種，於是得以復活為不死生物。\0
258	25641	81	30	-212418.00000000	202385.00000000	-38.00000000	u,在滅亡之前的格勒西亞，由一個守衛邊境的武將之一轉變的不死怪物。生前迷信敵人的鮮血中蘊含著力量，因此犧牲了眾多的俘虜，而他的行為讓不滅之種選拔了他。\0
259	25642	81	30	-212418.00000000	202385.00000000	-38.00000000	u,在滅亡之前的格勒西亞，由一個率領最大規模傭兵團的武將轉變的不死怪物。專門執行一些不留情面且冷酷無情的任務，深得墮落貴族們的喜愛，但事實上他們是個崇拜死亡之神的狂信徒團體。\0
260	25643	81	30	-212418.00000000	202385.00000000	-38.00000000	u,在古代格勒西亞，為了守護保管貴族屍體的神聖地方，而以魔法變出來的不死生物。\0
261	25644	81	30	-212418.00000000	202385.00000000	-38.00000000	u,在古代格勒西亞，為了禁止復活戰後的死屍，而以魔法變出來的不死生物。\0
262	25645	81	30	-212418.00000000	202385.00000000	-38.00000000	u,不死怪物的一種，專門吞食曾經活在古代格勒西亞的靈魂。透過伊卡姆士的魔力從深沉的睡眠中甦醒了過來。\0
263	25646	81	30	-212418.00000000	202385.00000000	-38.00000000	u,不死怪物的一種，專門吞食曾經活在古代格勒西亞的靈魂。透過伊卡姆士的魔力從深沉的睡眠中甦醒了過來。\0
264	25647	81	30	-212418.00000000	202385.00000000	-38.00000000	u,古代格勒西亞的遺骨受到不滅之種魔力的影響而覺醒的不死怪物。得到能永久保存遺骨優惠的他們生前都是立下傑出功績的英雄，但死亡時間太久，因此完全消失了自我。\0
265	25648	81	30	-212418.00000000	202385.00000000	-38.00000000	u,古代格勒西亞的遺骨受到不滅之種魔力的影響而覺醒的不死怪物。得到能永久保存遺骨優惠的他們生前都是立下傑出功績的英雄，但死亡時間太久，因此完全消失了自我。\0
266	25649	81	30	-212418.00000000	202385.00000000	-38.00000000	u,古代格勒西亞的遺骨受到不滅之種魔力的影響而覺醒的不死怪物。得到能永久保存遺骨優惠的他們生前都是立下傑出功績的英雄，但死亡時間太久，因此完全消失了自我。\0
267	25650	81	30	-212418.00000000	202385.00000000	-38.00000000	u,古代格勒西亞的遺骨受到不滅之種魔力的影響而覺醒的不死怪物。得到能永久保存遺骨優惠的他們生前都是立下傑出功績的英雄，但死亡時間太久，因此完全消失了自我。\0
268	25651	81	30	-212418.00000000	202385.00000000	-38.00000000	u,古代格勒西亞的遺骨受到不滅之種魔力的影響而覺醒的不死怪物。得到能永久保存遺骨優惠的他們生前都是立下傑出功績的英雄，但死亡時間太久，因此完全消失了自我。\0
269	25652	81	30	-212418.00000000	202385.00000000	-38.00000000	u,古代格勒西亞的遺骨受到不滅之種魔力的影響而覺醒的不死怪物。得到能永久保存遺骨優惠的他們生前都是立下傑出功績的英雄，但死亡時間太久，因此完全消失了自我。\0
270	29150	82	30	-212418.00000000	202385.00000000	-38.00000000	a,
271	29151	82	30	-212418.00000000	202385.00000000	-38.00000000	a,
272	29152	82	30	-212418.00000000	202385.00000000	-38.00000000	a,
273	25623	80	30	-192361.00000000	254528.00000000	15.00000000	u,古代霍之領主。默許了霍被不滅之種佔領之後，作為其代價得到了惡魔的力量。之前早已聽說了當種子出現後霍會遭遇到的下場，因此獲得了支配翱翔天空的靈鳥的力量，而利用那個力量成了主將騎士。\0
274	25624	83	30	-174600.00000000	219711.00000000	44.00000000	u,在格勒西亞生存的鳥中之王，天生脾氣就不是很好，但被風龍 林德拜爾奪取安樂窩--天之島之後，變得更加兇猛。\0
275	25625	80	30	-181989.00000000	208968.00000000	44.00000000	u,與伊卡姆士分開的伊卡德娜為了監視伊卡姆士而派遣的護衛侍從之一。本來她不是個班席女王而是更接近於黑暗法師的人，但長時間與伊卡姆士相處之後，死亡氣息逐漸增加，因而變成了班席女王。\0
276	25626	80	30	-252898.00000000	235845.00000000	53.00000000	u,在破滅之種出現之後同時登場的龍獸。雖屬於闇龍--斯凱魯斯的族人之一，但沒有在侍奉蒂雅特。他負責監視蒂雅特的舉動，並將其結果轉達給斯凱魯斯。\0
277	29163	82	30	-250482.00000000	244034.00000000	-26.00000000	a,
278	25665	82	30	-212418.00000000	202385.00000000	-38.00000000	u,在滅亡之前的格勒西亞，由一對揚名四海的雙胞胎騎士中的哥哥轉變的不死怪物。兩者並存時，將會發揮特別的力量。\0
279	25666	82	30	-212418.00000000	202385.00000000	-38.00000000	u,在滅亡之前的格勒西亞，由一對揚名四海的雙胞胎騎士中的弟弟轉變的不死怪物。兩者並存時，將會發揮特別的力量。\0
286	25667	84	200	89311.00000000	-46534.00000000	-46.00000000	u,司塔卡拓女王 夏伊德為了守護巢穴而任命的食人司塔卡拓首領。他具有超然的能力，可以跨越其他司塔卡拓無法透視的空間。\0
287	25671	84	200	79634.00000000	-55428.00000000	-6104.00000000	u,指揮著釘刺司塔卡拓，而且也是負責繁殖的釘刺司塔卡拓之女王。知道自己的壽命即將耗盡，於是想要整頓巢穴，建立一個更適合下一代司塔卡拓女王生長的環境。\0
288	25674	83	121	86528.00000000	216864.00000000	-3584.00000000	u,由女神席琳所生下的魔物之一。當大精靈吉爾朵的力量變弱時，便率領著旗下的塔沙巴蜥蜴人們定居於平原。但因為瑪可羅津的出現，導致塔沙巴蜥蜴人消失，使得他怒髮衝冠。\0
289	25677	84	121	83056.00000000	183232.00000000	-3616.00000000	u,受到因納得立強力的水之氣而誕生，且得到女神伊娃寵愛的水之精靈。個性為所欲為，而且是個愛搗亂的頑皮鬼，比如說是偷換嬰兒或是半夜引起洪水等，善於調皮搗亂。因黎安素行不良，伊娃擔心會受到報復，於是派遣了守護精靈來保護他。\0
290	25680	82	97	194251.00000000	54297.00000000	-43.00000000	u,象牙塔的魔法師們依照巨人的模樣製造出來的兵器。他相信自己是個巨人。在黑卡特原型的統治下守護著巨人們的要塞洞穴。\0
291	25681	82	97	185920.00000000	61303.00000000	-41.00000000	u,避開殷海薩的憤怒而逃走的巨人們，以眼怪為基礎而改良的生命體，用來擊退諸神的追捕者。曾經擺脫巨人們的操縱，並與巨人們對戰過，但受到黑卡特原型的精神統治後，現在依然在守護著巨人們。\0
292	25684	83	97	187537.00000000	60792.00000000	-50.00000000	u,躲在巨人洞穴深處的最後下巨人。雖然肉體與其他退化的下巨人們沒有兩樣，但是他的腦中含有古代下巨人文明的秘密，並守護著這個秘密。但現在卻受到黑卡特原型的統治。\0
293	25687	83	97	191777.00000000	56197.00000000	-76.00000000	u,古代巨人的文明創造出來的操控裝置。已脫離起初研究的目的，現在盡全力於守護洞穴。控制其他種族的精神後，用來整頓巨人洞穴，並改裝為強悍的守護要塞。\0
294	29177	85	138	102508.00000000	-124519.00000000	-2808.00000000	u,當梅麗莎接受冰雪女王 芙蕾雅之魂後變化而成的樣子。每當呼吸時，就會呼出冰冷的氣息，並使周圍的人群全部化為怪物。\0
295	25725	85	16	148437.00000000	118025.00000000	-3743.00000000	u,據說是怪物們的亡靈被吸附在開啟煉獄之門的人類英雄身上之後而轉變的怪物，但無考證。無論如何，牠現在卻奉席琳之命來到了世間，以安塔瑞斯副官的身分守護著龍之洞窟。牠以傑出的能力和特有的理性與冷靜的性格，得到了對暴君安塔瑞斯輔佐得很周全的評論。\0
296	25726	85	16	145798.00000000	119864.00000000	-3944.00000000	u,席琳派給安塔瑞斯的煉獄怪物。來到世間的貝希莫斯首領，當他的枷鎖被解開的同時，因抵擋不住的瘋狂而殺死了無數的怪物們，結果還將其主人安塔瑞斯的肉塊撕咬了下來。安塔瑞斯對牠狂暴的行為啞然失笑，於是對牠施了守護支撐洞窟結界的安塔瑞斯精髓的詛咒。\0
297	25727	85	16	148482.00000000	117859.00000000	-3752.00000000	u,長時間與黑刃之翼一起輔佐安塔瑞斯的煉獄戰士。在諸神之戰中身受重傷而失去了雙臂，於是就沉睡在煉獄的深處，但最近因接到安塔瑞斯的呼喚而清醒了過來。當猛龍獸返回世間之後，安塔瑞斯就將牠自己的肉塊撕了下來為他補上了雙臂，並讓他守護龍之洞窟。\0
298	25718	84	16	73142.00000000	118361.00000000	-37.00000000	u,本來是個用安塔瑞斯吐出來的血塊創造而成的龍之一，但吞食了遠古神祕飛龍並吸取力量之後，搖身一變就成了號令周圍怪物們的指揮官。聽力雖好，但視力極差，因此具有在暗處傾聽敵人的心跳聲之後奇襲的習性。\0
299	25719	84	16	73142.00000000	118361.00000000	-37.00000000	u,本來是個用安塔瑞斯吐出來的血塊創造而成的龍之一，但吞食了一同誕生的同族之後得到了更大的力量。安塔瑞斯欣賞塵燼騎士先天的殘忍與瘋狂，於是將他任命為峽谷消滅者，並命令他堆建屍體之塔。\0
300	25720	84	16	73142.00000000	118361.00000000	-37.00000000	u,安塔瑞斯為了募集怪物們來守護自己的領域，犧牲了無數的生命。而被這些屍體的氣味所吸引而來到世間的血腥飛蠅，是個吸取憎恨和恐懼之血的煉獄的貴族。自稱為安塔瑞斯的守門人，佔據了輕率的挑戰者們不斷前來的峽谷之一角。\0
301	25721	84	16	73142.00000000	118361.00000000	-37.00000000	u,過去曾被稱為是安塔瑞斯的右翅，並走遍戰場的龍獸戰士。在諸神之戰中，身受重傷而失去了一對翅膀，並墜入了煉獄深處，但最近因接到安塔瑞斯的呼喚而清醒了過來。在諸神之中，尤其是對殷海薩抱有極大的不信任感，並相信只有席琳的黑暗才能為世間帶來平靜。\0
302	25722	84	16	73142.00000000	118361.00000000	-37.00000000	u,本來是闇龍--斯凱魯斯的部下，也是個煉獄的貴族，身居地下深處，但接受安塔瑞斯的呼喚之後來到了世間。他一邊守護著安塔瑞斯巢穴，同時也扮演向斯凱魯斯報告周邊動向的角色。在煉獄的時候，他有一種怪癖，就是喜歡殺害夥伴們後引發爆炸，因此被稱為「地獄的屍體引爆者」。\0
303	25723	84	16	73142.00000000	118361.00000000	-37.00000000	u,惡魔--瑪魯克以他的一個手指為代價從煉獄召喚出來的怪物。瑪魯克在與他的契約中所提出的要求是帶回無盡的獵物。接受此要求的釘刺殺手，從煉獄率領了自己的手下們來到了世間。\0
304	25724	84	16	73142.00000000	118361.00000000	-37.00000000	u,惡魔--瑪魯克將上級惡魔和龍組合後創造出來的怪物，具有惡魔與龍兩者的優點。瑪魯克將這個親手創造的傑出的創造物獻給了安塔瑞斯。安塔瑞斯用自己的血餵食強力炸彈後，任命他為峽谷監視者。\0
305	25710	83	16	-114888.00000000	-189615.00000000	-46.00000000	u,守護著深淵迷宮的守護者之首領。針對所有入侵欲界的敵群，扮演著守護欲界的角色。\0
306	29181	83	16	55312.00000000	219168.00000000	-3223.00000000	a,
